0.112	0.087	0.073	0.645	0.072	0.08	0.067	0.546	0.053	0.078	0.073	0.716
0.131	0.471	0.08	0.88	0.105	0.403	0.051	0.792	0.104	0.47	0.081	0.847
0.81	0.089	0.083	0.107	0.781	0.1	0.082	0.105	0.757	0.1	0.085	0.165
0.944	0.983	0.113	0.61	0.877	0.901	0.055	0.544	0.844	0.901	0.043	0.616
0.142	0.574	0.12	0.218	0.181	0.506	0.117	0.184	0.163	0.626	0.117	0.224
0.147	0.728	0.094	0.11	0.156	0.663	0.094	0.124	0.146	0.772	0.089	0.122
0.091	0.112	0.239	0.09	0.125	0.105	0.194	0.096	0.13	0.127	0.183	0.089
0.059	0.124	0.146	0.527	0.115	0.214	0.162	0.576	0.114	0.317	0.139	0.579
