0.148	0.085	0.925	0.398	0.097	0.148	0.936	0.431	0.111	0.108	1.055	0.617
0.134	0.165	1.794	1.895	0.281	0.171	1.857	1.808	0.265	0.186	2.024	1.54
0.238	0.26	0.061	0.099	0.25	0.298	0.065	0.088	0.463	0.202	0.11	0.056
0.222	0.999	0.097	0.544	0.19	1.085	0.103	0.591	0.222	0.977	0.097	0.61
0.098	0.479	0.159	0.202	0.097	0.499	0.147	0.202	0.094	0.47	0.142	0.165
0.117	0.688	0.785	0.284	0.121	0.75	0.759	0.289	0.116	0.661	0.757	0.158
0.113	0.1	0.123	0.077	0.107	0.089	0.137	0.07	0.1	0.089	0.117	0.097
0.091	0.363	0.106	0.14	0.099	0.388	0.107	0.133	0.089	0.416	0.107	0.169
