0.156	0.098	0.824	0.123	0.098	0.159	0.669	0.127	0.1	0.096	0.734	0.124
0.219	0.139	1.5	1.413	0.205	0.14	1.41	1.45	0.188	0.143	1.508	1.491
0.343	0.134	0.059	0.104	0.169	0.128	0.06	0.1	0.196	0.135	0.097	0.133
0.2	0.81	0.093	0.447	0.198	0.778	0.094	0.447	0.203	0.886	0.093	0.461
0.109	0.202	0.135	0.141	0.109	0.206	0.121	0.132	0.107	0.195	0.129	0.133
0.132	0.315	0.539	0.149	0.126	0.302	0.494	0.144	0.117	0.299	0.614	0.143
0.109	0.106	0.11	0.09	0.115	0.1	0.11	0.085	0.109	0.098	0.122	0.087
0.103	0.378	0.108	0.128	0.109	0.385	0.109	0.117	0.098	0.41	0.108	0.125
